GENE	test_TSS_SIGNAL	test_DISTAL_SIGNAL	regionID
Abcg3l3	544.2	645.9393	1_RASMC_H3K27AC_PDGF_24H_NEW_8753_lociStitched,1_RASMC_H3K27AC_PDGF_24H_NEW_8753_lociStitched,5_RASMC_H3K27AC_PDGF_24H_REP2_5668_lociStitched_1,5_RASMC_H3K27AC_PDGF_24H_REP2_5668_lociStitched_2,5_RASMC_H3K27AC_PDGF_24H_REP2_5668_lociStitched_3,1_RASMC_H3K27AC_PDGF_2H_NEW_8501_lociStitched
Abcg3l4	482.7046	210.7887	5_RASMC_H3K27AC_UNSTIM_REP1_3838_lociStitched_1,5_RASMC_H3K27AC_UNSTIM_REP1_3838_lociStitched_1,5_RASMC_H3K27AC_UNSTIM_REP1_3838_lociStitched_2,5_RASMC_H3K27AC_UNSTIM_REP1_3838_lociStitched_3
Abhd1	594.4	4784.6932	5_RASMC_H3K27AC_UNSTIM_REP1_11171_lociStitched,5_RASMC_H3K27AC_UNSTIM_REP1_11171_lociStitched,4_RASMC_H3K27AC_PDGF_24H_NEW_24683_lociStitched,4_RASMC_H3K27AC_PDGF_24H_NEW_24684_lociStitched_1,4_RASMC_H3K27AC_PDGF_24H_NEW_24684_lociStitched_3,5_RASMC_H3K27AC_UNSTIM_NEW_25836_lociStitched_1,5_RASMC_H3K27AC_UNSTIM_NEW_25836_lociStitched_3,10_RASMC_H3K27AC_UNSTIM_REP1_11173_lociStitched_1,10_RASMC_H3K27AC_UNSTIM_REP1_11173_lociStitched_3,10_RASMC_H3K27AC_UNSTIM_REP1_11173_lociStitched_5,5_RASMC_H3K27AC_PDGF_24H_REP2_14768_lociStitched_1,5_RASMC_H3K27AC_PDGF_24H_REP2_14768_lociStitched_3,5_RASMC_H3K27AC_PDGF_2H_NEW_24107_lociStitched_1,5_RASMC_H3K27AC_PDGF_2H_NEW_24107_lociStitched_2,5_RASMC_H3K27AC_PDGF_2H_NEW_24107_lociStitched_3
Abhd11	628.2	862.2816	4_RASMC_H3K27AC_PDGF_24H_NEW_7125_lociStitched_1,4_RASMC_H3K27AC_PDGF_24H_NEW_7125_lociStitched_1,4_RASMC_H3K27AC_PDGF_24H_NEW_7125_lociStitched_3,5_RASMC_H3K27AC_PDGF_24H_NEW_7126_lociStitched_1,5_RASMC_H3K27AC_PDGF_24H_NEW_7126_lociStitched_2,5_RASMC_H3K27AC_PDGF_24H_NEW_7126_lociStitched_3,1_RASMC_H3K27AC_PDGF_2H_REP2_6684_lociStitched,1_RASMC_H3K27AC_PDGF_2H_REP2_6685_lociStitched,2_RASMC_H3K27AC_PDGF_24H_NEW_7127_lociStitched
Abhd12	610.4	1420.2573	1_RASMC_H3K27AC_PDGF_24H_NEW_19720_lociStitched,1_RASMC_H3K27AC_PDGF_24H_NEW_19720_lociStitched,4_RASMC_H3K27AC_PDGF_2H_REP2_17203_lociStitched_1,4_RASMC_H3K27AC_PDGF_2H_REP2_17203_lociStitched_2,4_RASMC_H3K27AC_PDGF_2H_REP2_17203_lociStitched_3,3_RASMC_H3K27AC_UNSTIM_REP1_9037_lociStitched_1,3_RASMC_H3K27AC_UNSTIM_REP1_9037_lociStitched_3,2_RASMC_H3K27AC_PDGF_2H_NEW_19234_lociStitched,3_RASMC_H3K27AC_PDGF_2H_NEW_19235_lociStitched
Abhd13	1045.5641	481.0417	6_RASMC_H3K27AC_PDGF_2H_NEW_11374_lociStitched_1,6_RASMC_H3K27AC_PDGF_2H_NEW_11374_lociStitched_1,6_RASMC_H3K27AC_PDGF_2H_NEW_11374_lociStitched_2,6_RASMC_H3K27AC_PDGF_2H_NEW_11374_lociStitched_3,6_RASMC_H3K27AC_PDGF_2H_NEW_11374_lociStitched_4,6_RASMC_H3K27AC_PDGF_2H_NEW_11374_lociStitched_5,1_RASMC_H3K27AC_UNSTIM_NEW_12089_lociStitched
Abhd14a	857.7546	4683.5382	6_RASMC_H3K27AC_PDGF_24H_REP2_17677_lociStitched_1,6_RASMC_H3K27AC_PDGF_24H_REP2_17677_lociStitched_1,6_RASMC_H3K27AC_PDGF_24H_REP2_17677_lociStitched_2,6_RASMC_H3K27AC_PDGF_24H_REP2_17677_lociStitched_3,6_RASMC_H3K27AC_PDGF_24H_REP2_17677_lociStitched_4,6_RASMC_H3K27AC_PDGF_24H_REP2_17677_lociStitched_5,5_RASMC_H3K27AC_PDGF_24H_REP2_17678_lociStitched_1,5_RASMC_H3K27AC_PDGF_24H_REP2_17678_lociStitched_3,4_RASMC_H3K27AC_PDGF_2H_REP2_25558_lociStitched,2_RASMC_H3K27AC_PDGF_2H_REP2_25557_lociStitched,6_RASMC_H3K27AC_PDGF_24H_REP2_17679_lociStitched_1,6_RASMC_H3K27AC_PDGF_24H_REP2_17679_lociStitched_5,5_RASMC_H3K27AC_PDGF_24H_NEW_29280_lociStitched,6_RASMC_H3K27AC_PDGF_24H_NEW_29281_lociStitched_1,6_RASMC_H3K27AC_PDGF_24H_NEW_29281_lociStitched_3,3_RASMC_H3K27AC_PDGF_2H_REP2_25562_lociStitched_2
Abhd14b	506.5806	4683.5382	6_RASMC_H3K27AC_PDGF_24H_REP2_17677_lociStitched_1,6_RASMC_H3K27AC_PDGF_24H_REP2_17677_lociStitched_1,6_RASMC_H3K27AC_PDGF_24H_REP2_17677_lociStitched_3,6_RASMC_H3K27AC_PDGF_24H_REP2_17677_lociStitched_4,6_RASMC_H3K27AC_PDGF_24H_REP2_17677_lociStitched_5,5_RASMC_H3K27AC_PDGF_24H_REP2_17678_lociStitched_1,5_RASMC_H3K27AC_PDGF_24H_REP2_17678_lociStitched_3,4_RASMC_H3K27AC_PDGF_2H_REP2_25558_lociStitched,2_RASMC_H3K27AC_PDGF_2H_REP2_25557_lociStitched,6_RASMC_H3K27AC_PDGF_24H_REP2_17679_lociStitched_1,6_RASMC_H3K27AC_PDGF_24H_REP2_17679_lociStitched_5,5_RASMC_H3K27AC_PDGF_24H_NEW_29280_lociStitched,6_RASMC_H3K27AC_PDGF_24H_NEW_29281_lociStitched_1,6_RASMC_H3K27AC_PDGF_24H_NEW_29281_lociStitched_3,3_RASMC_H3K27AC_PDGF_2H_REP2_25562_lociStitched_2
Abhd16a	766.2	2585.4007	5_RASMC_H3K27AC_PDGF_2H_REP2_15120_lociStitched_1,5_RASMC_H3K27AC_PDGF_2H_REP2_15120_lociStitched_4,6_RASMC_H3K27AC_PDGF_24H_REP2_10404_lociStitched_1,6_RASMC_H3K27AC_PDGF_24H_REP2_10404_lociStitched_7,5_RASMC_H3K27AC_PDGF_2H_REP2_15121_lociStitched_1,6_RASMC_H3K27AC_UNSTIM_REP1_7907_lociStitched_2,6_RASMC_H3K27AC_UNSTIM_REP1_7907_lociStitched_6,7_RASMC_H3K27AC_PDGF_24H_REP2_10403_lociStitched_1,7_RASMC_H3K27AC_PDGF_24H_REP2_10403_lociStitched_2,7_RASMC_H3K27AC_PDGF_24H_REP2_10403_lociStitched_3,5_RASMC_H3K27AC_PDGF_24H_NEW_17278_lociStitched_1,5_RASMC_H3K27AC_PDGF_24H_NEW_17278_lociStitched_3,7_RASMC_H3K27AC_PDGF_2H_NEW_16853_lociStitched_1,7_RASMC_H3K27AC_PDGF_2H_NEW_16853_lociStitched_3,7_RASMC_H3K27AC_PDGF_2H_NEW_16853_lociStitched_5
Abhd17a	405.3162	3386.3631	5_RASMC_H3K27AC_PDGF_2H_NEW_25512_lociStitched_1,5_RASMC_H3K27AC_PDGF_2H_NEW_25512_lociStitched_1,5_RASMC_H3K27AC_PDGF_2H_NEW_25512_lociStitched_2,5_RASMC_H3K27AC_PDGF_24H_REP2_15637_lociStitched_1,5_RASMC_H3K27AC_PDGF_24H_REP2_15637_lociStitched_3,1_RASMC_H3K27AC_UNSTIM_NEW_27344_lociStitched,1_RASMC_H3K27AC_PDGF_2H_REP2_22820_lociStitched,7_RASMC_H3K27AC_PDGF_2H_REP2_22813_lociStitched_1,7_RASMC_H3K27AC_PDGF_2H_REP2_22813_lociStitched_3,5_RASMC_H3K27AC_PDGF_24H_REP2_15638_lociStitched_1,5_RASMC_H3K27AC_PDGF_24H_REP2_15638_lociStitched_3,6_RASMC_H3K27AC_PDGF_24H_NEW_26113_lociStitched_1,6_RASMC_H3K27AC_PDGF_24H_NEW_26113_lociStitched_3
Abhd17b	1081.9364	6575.5766	3_RASMC_H3K27AC_UNSTIM_NEW_3052_lociStitched,3_RASMC_H3K27AC_UNSTIM_NEW_3052_lociStitched,4_RASMC_H3K27AC_PDGF_2H_NEW_2819_lociStitched,6_RASMC_H3K27AC_PDGF_2H_REP2_2692_lociStitched_1,6_RASMC_H3K27AC_PDGF_2H_REP2_2692_lociStitched_3,6_RASMC_H3K27AC_PDGF_2H_REP2_2692_lociStitched_4,6_RASMC_H3K27AC_PDGF_2H_REP2_2692_lociStitched_5
Abhd17c	596.6	5664.3345	5_RASMC_H3K27AC_UNSTIM_NEW_1797_lociStitched_1,5_RASMC_H3K27AC_UNSTIM_NEW_1797_lociStitched_1,5_RASMC_H3K27AC_UNSTIM_NEW_1797_lociStitched_2,5_RASMC_H3K27AC_UNSTIM_NEW_1797_lociStitched_3,1_RASMC_H3K27AC_UNSTIM_NEW_1793_lociStitched,4_RASMC_H3K27AC_PDGF_2H_NEW_1630_lociStitched,2_RASMC_H3K27AC_PDGF_24H_NEW_1728_lociStitched,5_RASMC_H3K27AC_PDGF_24H_REP2_1000_lociStitched
Abhd2	591.0	6515.6768	7_RASMC_H3K27AC_PDGF_24H_NEW_1587_lociStitched,7_RASMC_H3K27AC_PDGF_24H_NEW_1587_lociStitched,4_RASMC_H3K27AC_PDGF_2H_NEW_1501_lociStitched,1_RASMC_H3K27AC_PDGF_2H_NEW_1499_lociStitched,5_RASMC_H3K27AC_PDGF_2H_NEW_1502_lociStitched_1,5_RASMC_H3K27AC_PDGF_2H_NEW_1502_lociStitched_2,5_RASMC_H3K27AC_PDGF_2H_NEW_1502_lociStitched_3,13_RASMC_H3K27AC_PDGF_24H_NEW_1590_lociStitched,5_RASMC_H3K27AC_PDGF_24H_REP2_920_lociStitched,4_RASMC_H3K27AC_PDGF_2H_REP2_1365_lociStitched
Abhd3	465.8	337.082	5_RASMC_H3K27AC_UNSTIM_NEW_13453_lociStitched_1,5_RASMC_H3K27AC_UNSTIM_NEW_13453_lociStitched_1,5_RASMC_H3K27AC_UNSTIM_NEW_13453_lociStitched_3,4_RASMC_H3K27AC_PDGF_24H_NEW_12940_lociStitched_1,4_RASMC_H3K27AC_PDGF_24H_NEW_12940_lociStitched_2,4_RASMC_H3K27AC_PDGF_24H_NEW_12940_lociStitched_3
Abhd4	651.0	4259.4625	10_RASMC_H3K27AC_UNSTIM_REP1_4478_lociStitched,10_RASMC_H3K27AC_UNSTIM_REP1_4478_lociStitched,2_RASMC_H3K27AC_PDGF_2H_NEW_9768_lociStitched,5_RASMC_H3K27AC_PDGF_24H_NEW_10051_lociStitched_1,5_RASMC_H3K27AC_PDGF_24H_NEW_10051_lociStitched_3,7_RASMC_H3K27AC_PDGF_24H_REP2_6441_lociStitched_1,7_RASMC_H3K27AC_PDGF_24H_REP2_6441_lociStitched_2,7_RASMC_H3K27AC_PDGF_24H_REP2_6441_lociStitched_3
Abhd5	652.8	2563.9634	3_RASMC_H3K27AC_PDGF_2H_NEW_28898_lociStitched,3_RASMC_H3K27AC_PDGF_2H_NEW_28898_lociStitched,3_RASMC_H3K27AC_PDGF_2H_NEW_28899_lociStitched,5_RASMC_H3K27AC_UNSTIM_NEW_30930_lociStitched_1,5_RASMC_H3K27AC_UNSTIM_NEW_30930_lociStitched_2,5_RASMC_H3K27AC_UNSTIM_NEW_30930_lociStitched_3,4_RASMC_H3K27AC_PDGF_2H_NEW_28896_lociStitched,6_RASMC_H3K27AC_PDGF_2H_NEW_28897_lociStitched
Abhd6	855.8	4425.4741	1_RASMC_H3K27AC_UNSTIM_NEW_10266_lociStitched,1_RASMC_H3K27AC_UNSTIM_NEW_10266_lociStitched,9_RASMC_H3K27AC_PDGF_24H_NEW_9945_lociStitched_1,9_RASMC_H3K27AC_PDGF_24H_NEW_9945_lociStitched_2,9_RASMC_H3K27AC_PDGF_24H_NEW_9945_lociStitched_3,5_RASMC_H3K27AC_PDGF_2H_REP2_9203_lociStitched,6_RASMC_H3K27AC_PDGF_24H_REP2_6364_lociStitched,3_RASMC_H3K27AC_UNSTIM_NEW_10269_lociStitched,1_RASMC_H3K27AC_UNSTIM_NEW_10265_lociStitched
Abhd8	1022.67	2823.7074	4_RASMC_H3K27AC_PDGF_2H_NEW_10682_lociStitched_1,4_RASMC_H3K27AC_PDGF_2H_NEW_10682_lociStitched_1,4_RASMC_H3K27AC_PDGF_2H_NEW_10682_lociStitched_3,5_RASMC_H3K27AC_PDGF_24H_REP2_6936_lociStitched,7_RASMC_H3K27AC_PDGF_2H_NEW_10681_lociStitched_1,7_RASMC_H3K27AC_PDGF_2H_NEW_10681_lociStitched_2,7_RASMC_H3K27AC_PDGF_2H_NEW_10681_lociStitched_3,7_RASMC_H3K27AC_PDGF_2H_NEW_10681_lociStitched_4,7_RASMC_H3K27AC_PDGF_2H_NEW_10681_lociStitched_5,7_RASMC_H3K27AC_PDGF_2H_REP2_10077_lociStitched_1,7_RASMC_H3K27AC_PDGF_2H_REP2_10077_lociStitched_3,4_RASMC_H3K27AC_PDGF_24H_NEW_11009_lociStitched
Abi1	768.4	3794.443	5_RASMC_H3K27AC_PDGF_24H_REP2_7908_lociStitched,5_RASMC_H3K27AC_PDGF_24H_REP2_7908_lociStitched,6_RASMC_H3K27AC_UNSTIM_REP1_5791_lociStitched_1,6_RASMC_H3K27AC_UNSTIM_REP1_5791_lociStitched_3,4_RASMC_H3K27AC_UNSTIM_REP1_5795_lociStitched,6_RASMC_H3K27AC_PDGF_2H_REP2_11549_lociStitched_1,6_RASMC_H3K27AC_PDGF_2H_REP2_11549_lociStitched_2,6_RASMC_H3K27AC_PDGF_2H_REP2_11549_lociStitched_3,4_RASMC_H3K27AC_PDGF_24H_NEW_12906_lociStitched
Abl1	611.2	2453.5517	4_RASMC_H3K27AC_PDGF_2H_REP2_16076_lociStitched_1,4_RASMC_H3K27AC_PDGF_2H_REP2_16076_lociStitched_1,4_RASMC_H3K27AC_PDGF_2H_REP2_16076_lociStitched_3,1_RASMC_H3K27AC_PDGF_24H_REP2_11004_lociStitched,5_RASMC_H3K27AC_PDGF_2H_REP2_16074_lociStitched,4_RASMC_H3K27AC_PDGF_24H_NEW_18209_lociStitched,1_RASMC_H3K27AC_PDGF_2H_REP2_16073_lociStitched,5_RASMC_H3K27AC_PDGF_2H_REP2_16075_lociStitched_1,5_RASMC_H3K27AC_PDGF_2H_REP2_16075_lociStitched_2,5_RASMC_H3K27AC_PDGF_2H_REP2_16075_lociStitched_3,7_RASMC_H3K27AC_PDGF_2H_NEW_17773_lociStitched
Abl2	666.8	1035.5191	1_RASMC_H3K27AC_PDGF_24H_NEW_8042_lociStitched,1_RASMC_H3K27AC_PDGF_24H_NEW_8042_lociStitched,1_RASMC_H3K27AC_PDGF_24H_NEW_8040_lociStitched,5_RASMC_H3K27AC_PDGF_24H_NEW_8041_lociStitched_1,5_RASMC_H3K27AC_PDGF_24H_NEW_8041_lociStitched_2,5_RASMC_H3K27AC_PDGF_24H_NEW_8041_lociStitched_3
Abracl	619.0	578.7762	6_RASMC_H3K27AC_UNSTIM_REP1_79_lociStitched_1,6_RASMC_H3K27AC_UNSTIM_REP1_79_lociStitched_1,6_RASMC_H3K27AC_UNSTIM_REP1_79_lociStitched_2,6_RASMC_H3K27AC_UNSTIM_REP1_79_lociStitched_3,4_RASMC_H3K27AC_PDGF_2H_NEW_143_lociStitched
Abt1	543.2	4268.5541	6_RASMC_H3K27AC_UNSTIM_NEW_12878_lociStitched,6_RASMC_H3K27AC_UNSTIM_NEW_12878_lociStitched,2_RASMC_H3K27AC_UNSTIM_NEW_12879_lociStitched,1_RASMC_H3K27AC_UNSTIM_NEW_12880_lociStitched,5_RASMC_H3K27AC_UNSTIM_NEW_12881_lociStitched,4_RASMC_H3K27AC_UNSTIM_NEW_12882_lociStitched_1,4_RASMC_H3K27AC_UNSTIM_NEW_12882_lociStitched_2,4_RASMC_H3K27AC_UNSTIM_NEW_12882_lociStitched_3
Abtb1	477.4	3997.7832	4_RASMC_H3K27AC_PDGF_24H_NEW_21324_lociStitched_1,4_RASMC_H3K27AC_PDGF_24H_NEW_21324_lociStitched_1,4_RASMC_H3K27AC_PDGF_24H_NEW_21324_lociStitched_2,4_RASMC_H3K27AC_PDGF_24H_NEW_21324_lociStitched_3,6_RASMC_H3K27AC_PDGF_2H_REP2_18611_lociStitched,6_RASMC_H3K27AC_UNSTIM_REP1_9683_lociStitched,6_RASMC_H3K27AC_PDGF_2H_REP2_18609_lociStitched,2_RASMC_H3K27AC_UNSTIM_NEW_22341_lociStitched
Abtb2	263.608	2009.3865	1_RASMC_H3K27AC_PDGF_24H_REP2_11426_lociStitched,1_RASMC_H3K27AC_PDGF_24H_REP2_11426_lociStitched,3_RASMC_H3K27AC_PDGF_24H_NEW_18995_lociStitched,4_RASMC_H3K27AC_PDGF_24H_NEW_18998_lociStitched,1_RASMC_H3K27AC_PDGF_2H_NEW_18526_lociStitched,4_RASMC_H3K27AC_PDGF_24H_NEW_18999_lociStitched,5_RASMC_H3K27AC_PDGF_2H_NEW_18524_lociStitched_1,5_RASMC_H3K27AC_PDGF_2H_NEW_18524_lociStitched_2,2_RASMC_H3K27AC_PDGF_24H_REP2_11427_lociStitched,3_RASMC_H3K27AC_UNSTIM_REP1_8601_lociStitched
Ac1576	294.996	5283.4552	3_RASMC_H3K27AC_PDGF_24H_NEW_4774_lociStitched,3_RASMC_H3K27AC_PDGF_24H_NEW_4774_lociStitched,1_RASMC_H3K27AC_PDGF_2H_NEW_4565_lociStitched,3_RASMC_H3K27AC_PDGF_2H_NEW_4563_lociStitched,3_RASMC_H3K27AC_PDGF_2H_NEW_4559_lociStitched,6_RASMC_H3K27AC_PDGF_24H_NEW_4776_lociStitched_1,6_RASMC_H3K27AC_PDGF_24H_NEW_4776_lociStitched_7,2_RASMC_H3K27AC_UNSTIM_NEW_4899_lociStitched,3_RASMC_H3K27AC_PDGF_24H_NEW_4773_lociStitched_1,3_RASMC_H3K27AC_PDGF_24H_NEW_4773_lociStitched_2,2_RASMC_H3K27AC_PDGF_2H_NEW_4561_lociStitched
Acaa2	657.6	712.1468	2_RASMC_H3K27AC_UNSTIM_NEW_14273_lociStitched,2_RASMC_H3K27AC_UNSTIM_NEW_14273_lociStitched,5_RASMC_H3K27AC_PDGF_2H_REP2_12226_lociStitched_1,5_RASMC_H3K27AC_PDGF_2H_REP2_12226_lociStitched_2,5_RASMC_H3K27AC_PDGF_2H_REP2_12226_lociStitched_3
Acad10	576.1253	1135.2673	5_RASMC_H3K27AC_PDGF_24H_NEW_7342_lociStitched_1,5_RASMC_H3K27AC_PDGF_24H_NEW_7342_lociStitched_1,5_RASMC_H3K27AC_PDGF_24H_NEW_7342_lociStitched_3,4_RASMC_H3K27AC_PDGF_2H_REP2_6916_lociStitched_1,4_RASMC_H3K27AC_PDGF_2H_REP2_6916_lociStitched_3,4_RASMC_H3K27AC_PDGF_2H_REP2_6916_lociStitched_4,4_RASMC_H3K27AC_PDGF_2H_REP2_6916_lociStitched_5,6_RASMC_H3K27AC_UNSTIM_NEW_7534_lociStitched
Acad11	714.2235	1146.7013	6_RASMC_H3K27AC_PDGF_2H_REP2_25527_lociStitched_1,6_RASMC_H3K27AC_PDGF_2H_REP2_25527_lociStitched_1,6_RASMC_H3K27AC_PDGF_2H_REP2_25527_lociStitched_3,6_RASMC_H3K27AC_PDGF_2H_REP2_25527_lociStitched_4,6_RASMC_H3K27AC_PDGF_2H_REP2_25527_lociStitched_5,4_RASMC_H3K27AC_PDGF_2H_NEW_28593_lociStitched
Acad9	506.6	386.2906	4_RASMC_H3K27AC_PDGF_2H_REP2_13848_lociStitched_1,4_RASMC_H3K27AC_PDGF_2H_REP2_13848_lociStitched_1,4_RASMC_H3K27AC_PDGF_2H_REP2_13848_lociStitched_2,4_RASMC_H3K27AC_PDGF_2H_REP2_13848_lociStitched_3,3_RASMC_H3K27AC_UNSTIM_NEW_16393_lociStitched
Acadl	689.6	7531.7996	6_RASMC_H3K27AC_PDGF_24H_REP2_18276_lociStitched_1,6_RASMC_H3K27AC_PDGF_24H_REP2_18276_lociStitched_1,6_RASMC_H3K27AC_PDGF_24H_REP2_18276_lociStitched_2,6_RASMC_H3K27AC_PDGF_24H_REP2_18276_lociStitched_3,7_RASMC_H3K27AC_PDGF_24H_NEW_30336_lociStitched,3_RASMC_H3K27AC_PDGF_24H_NEW_30335_lociStitched,3_RASMC_H3K27AC_PDGF_2H_NEW_29623_lociStitched,3_RASMC_H3K27AC_UNSTIM_NEW_31769_lociStitched
Acadm	470.2	1041.9418	5_RASMC_H3K27AC_PDGF_24H_NEW_17144_lociStitched_1,5_RASMC_H3K27AC_PDGF_24H_NEW_17144_lociStitched_1,5_RASMC_H3K27AC_PDGF_24H_NEW_17144_lociStitched_3,5_RASMC_H3K27AC_PDGF_24H_NEW_17145_lociStitched_1,5_RASMC_H3K27AC_PDGF_24H_NEW_17145_lociStitched_2,5_RASMC_H3K27AC_PDGF_24H_NEW_17145_lociStitched_3
Acads	523.4	1112.9476	4_RASMC_H3K27AC_PDGF_2H_REP2_7033_lociStitched_1,4_RASMC_H3K27AC_PDGF_2H_REP2_7033_lociStitched_1,4_RASMC_H3K27AC_PDGF_2H_REP2_7033_lociStitched_2,4_RASMC_H3K27AC_PDGF_2H_REP2_7033_lociStitched_3,6_RASMC_H3K27AC_PDGF_24H_REP2_4896_lociStitched_1,6_RASMC_H3K27AC_PDGF_24H_REP2_4896_lociStitched_3,5_RASMC_H3K27AC_PDGF_2H_REP2_7032_lociStitched_2
Acadsb	724.5574	2740.1065	3_RASMC_H3K27AC_PDGF_2H_NEW_2299_lociStitched,3_RASMC_H3K27AC_PDGF_2H_NEW_2299_lociStitched,5_RASMC_H3K27AC_PDGF_24H_NEW_2419_lociStitched_2,2_RASMC_H3K27AC_PDGF_24H_NEW_2422_lociStitched,5_RASMC_H3K27AC_PDGF_2H_NEW_2296_lociStitched_1,5_RASMC_H3K27AC_PDGF_2H_NEW_2296_lociStitched_3,4_RASMC_H3K27AC_PDGF_24H_NEW_2420_lociStitched_1,4_RASMC_H3K27AC_PDGF_24H_NEW_2420_lociStitched_3,4_RASMC_H3K27AC_PDGF_24H_NEW_2420_lociStitched_4,4_RASMC_H3K27AC_PDGF_24H_NEW_2420_lociStitched_5
Acadvl	489.8	5909.7074	5_RASMC_H3K27AC_PDGF_2H_REP2_4101_lociStitched_1,5_RASMC_H3K27AC_PDGF_2H_REP2_4101_lociStitched_1,5_RASMC_H3K27AC_PDGF_2H_REP2_4101_lociStitched_2,5_RASMC_H3K27AC_PDGF_2H_REP2_4101_lociStitched_3,6_RASMC_H3K27AC_PDGF_24H_REP2_2953_lociStitched_1,6_RASMC_H3K27AC_PDGF_24H_REP2_2953_lociStitched_3,6_RASMC_H3K27AC_UNSTIM_REP1_2044_lociStitched,7_RASMC_H3K27AC_UNSTIM_NEW_4551_lociStitched_1,7_RASMC_H3K27AC_UNSTIM_NEW_4551_lociStitched_5,7_RASMC_H3K27AC_PDGF_2H_REP2_4105_lociStitched,3_RASMC_H3K27AC_PDGF_24H_NEW_4428_lociStitched,6_RASMC_H3K27AC_PDGF_24H_REP2_2949_lociStitched_1,6_RASMC_H3K27AC_PDGF_24H_REP2_2949_lociStitched_3,3_RASMC_H3K27AC_PDGF_24H_NEW_4429_lociStitched,9_RASMC_H3K27AC_PDGF_24H_NEW_4423_lociStitched_1,9_RASMC_H3K27AC_PDGF_24H_NEW_4423_lociStitched_3,9_RASMC_H3K27AC_PDGF_24H_NEW_4423_lociStitched_5
Acap2	661.4	3495.5168	6_RASMC_H3K27AC_PDGF_24H_NEW_6390_lociStitched_1,6_RASMC_H3K27AC_PDGF_24H_NEW_6390_lociStitched_1,6_RASMC_H3K27AC_PDGF_24H_NEW_6390_lociStitched_2,6_RASMC_H3K27AC_PDGF_24H_NEW_6390_lociStitched_3,1_RASMC_H3K27AC_UNSTIM_NEW_6580_lociStitched,7_RASMC_H3K27AC_UNSTIM_REP1_2918_lociStitched,1_RASMC_H3K27AC_PDGF_24H_NEW_6389_lociStitched,2_RASMC_H3K27AC_PDGF_2H_NEW_6169_lociStitched
Acap3	667.0906	3439.6778	6_RASMC_H3K27AC_PDGF_24H_NEW_24291_lociStitched_3,6_RASMC_H3K27AC_PDGF_24H_NEW_24291_lociStitched_3,5_RASMC_H3K27AC_PDGF_2H_REP2_21260_lociStitched_1,5_RASMC_H3K27AC_PDGF_2H_REP2_21260_lociStitched_3,5_RASMC_H3K27AC_PDGF_24H_REP2_14521_lociStitched_1,5_RASMC_H3K27AC_PDGF_24H_REP2_14521_lociStitched_3,4_RASMC_H3K27AC_PDGF_24H_NEW_24296_lociStitched,4_RASMC_H3K27AC_PDGF_2H_REP2_21261_lociStitched_1,4_RASMC_H3K27AC_PDGF_2H_REP2_21261_lociStitched_5,7_RASMC_H3K27AC_PDGF_24H_NEW_24294_lociStitched_1,7_RASMC_H3K27AC_PDGF_24H_NEW_24294_lociStitched_3,7_RASMC_H3K27AC_PDGF_24H_NEW_24294_lociStitched_4,7_RASMC_H3K27AC_PDGF_24H_NEW_24294_lociStitched_5
Acat1	594.6	100.1244	4_RASMC_H3K27AC_UNSTIM_NEW_29778_lociStitched_1,4_RASMC_H3K27AC_UNSTIM_NEW_29778_lociStitched_1,4_RASMC_H3K27AC_UNSTIM_NEW_29778_lociStitched_2,4_RASMC_H3K27AC_UNSTIM_NEW_29778_lociStitched_3
Acat2	684.4	1131.2759	6_RASMC_H3K27AC_UNSTIM_REP1_268_lociStitched_1,6_RASMC_H3K27AC_UNSTIM_REP1_268_lociStitched_1,6_RASMC_H3K27AC_UNSTIM_REP1_268_lociStitched_2,6_RASMC_H3K27AC_UNSTIM_REP1_268_lociStitched_3,4_RASMC_H3K27AC_PDGF_24H_NEW_513_lociStitched_3,2_RASMC_H3K27AC_PDGF_2H_REP2_377_lociStitched,5_RASMC_H3K27AC_PDGF_24H_REP2_277_lociStitched_1,5_RASMC_H3K27AC_PDGF_24H_REP2_277_lociStitched_5
Acbd3	401.2	1503.2566	6_RASMC_H3K27AC_UNSTIM_NEW_8705_lociStitched,6_RASMC_H3K27AC_UNSTIM_NEW_8705_lociStitched,5_RASMC_H3K27AC_PDGF_24H_REP2_5481_lociStitched_1,5_RASMC_H3K27AC_PDGF_24H_REP2_5481_lociStitched_2
Acbd4	659.2862	10047.5889	5_RASMC_H3K27AC_PDGF_2H_NEW_5019_lociStitched,5_RASMC_H3K27AC_PDGF_2H_NEW_5019_lociStitched,4_RASMC_H3K27AC_PDGF_24H_NEW_5233_lociStitched,11_RASMC_H3K27AC_PDGF_2H_REP2_4958_lociStitched_1,11_RASMC_H3K27AC_PDGF_2H_REP2_4958_lociStitched_3,11_RASMC_H3K27AC_PDGF_2H_REP2_4958_lociStitched_4,11_RASMC_H3K27AC_PDGF_2H_REP2_4958_lociStitched_5,10_RASMC_H3K27AC_PDGF_24H_NEW_5237_lociStitched_1,10_RASMC_H3K27AC_PDGF_24H_NEW_5237_lociStitched_3,4_RASMC_H3K27AC_PDGF_2H_REP2_4951_lociStitched,6_RASMC_H3K27AC_PDGF_24H_REP2_3548_lociStitched,5_RASMC_H3K27AC_UNSTIM_NEW_5358_lociStitched_1,5_RASMC_H3K27AC_UNSTIM_NEW_5358_lociStitched_3,1_RASMC_H3K27AC_PDGF_2H_REP2_4955_lociStitched
