brd4_unstim	brd4_2	brd4_24	h3k27ac_unstim	h3k27ac_2h	h3k27ac_24h	rna_unstim	rna_2h	rna_24h	brd4_log2_2_v_24	h3k27ac_log2_2_v_24	rna_log2_2_v_24
Zfp91	9910.0783	10811.15075	8370.2062	29733.5084	27690.5541	20645.9594	40.5784852361173	29.0450511796631	36.9208898908733	-0.369185024075827	-0.423534462076127	0.346144954157437
RGD1307621	563.78175	856.28915	663.20905	1332.7008	1786.8435	1160.85245	4.74191478245235	5.13012785650804	4.22659173158763	-0.368634351604147	-0.622228671732485	-0.279500020395879
Pnisr	4927.19075	6117.47155	4738.51965	9877.01075	11800.60105	8720.3928	33.374982960846	24.5723268338426	33.917393488438	-0.368499066422711	-0.436395317359308	0.464990827082264
Rpf1	3515.94055	4638.062	3597.20705	6759.50045	12105.61105	7731.5634	23.7940552255927	32.8833516770996	38.8718780179021	-0.366644904269368	-0.646843827273511	0.24136945529225
Dus4l	1367.1099	1860.13065	1442.8955	3923.2333	5794.0324	3282.46945	1.90813816959364	2.33932401844443	2.22026110461176	-0.36643713733582	-0.819786168131554	-0.0753623536757331
Enpp1	5190.83845	7458.39875	5791.2814	9080.30145	15729.29185	11737.42805	11.7909044687842	40.235654070492	57.539046571852	-0.364983330802657	-0.422337406261011	0.516066830340621
Mapk1	3494.6383	4352.84875	3381.468	8779.9308	9894.4739	6443.8738	34.2369526225787	30.249987871595	39.8772989561062	-0.364310190049821	-0.618694759768195	0.398633129768674
Il7	1325.8506	1716.5121	1333.78585	3190.33845	4492.6007	2908.0599	0.203968373322227	0.570190931373179	0.140682005193917	-0.363952978272494	-0.627493855490874	-2.01900729055003
Nup205	2602.54175	2913.96025	2267.63725	6103.5926	7641.0295	6291.401	10.4874724091303	12.4878052976036	13.3654581346164	-0.361791324090239	-0.280385710928346	0.0979893414563193
Shroom4	3510.4513	4718.99785	3676.4858	11586.68155	16868.8808	10823.04365	1.90709014288361	1.98669144407465	3.27817266384199	-0.36015310148113	-0.640257988203864	0.722524021351539
Cav3	4005.0603	5045.8228	3932.99705	9138.0962	13927.5186	7405.59655	9.63373540213058	11.7080925484515	3.44370131616356	-0.35946043824466	-0.911250382612753	-1.76547413144925
Pln	5224.4132	4049.35565	3159.17035	10044.18905	3285.10815	5463.6815	12.5009226733645	7.82990562430265	1.88483089734536	-0.358146625996627	0.733932518862607	-2.05455982442946
Plscr1	5627.72	6542.0809	5103.9858	16775.2559	18511.1277	12485.3564	23.7578325992279	20.915529598935	27.4902631043468	-0.358125284706629	-0.568155782811729	0.394346185985265
Sema3d	3553.5664	2722.06725	2127.08275	6628.54175	4162.2225	3941.37035	27.0110162357779	20.0981572395657	34.4092001594233	-0.355826550144149	-0.0786567709402632	0.775731127469654
Sorbs2	11239.486	12730.83645	9960.32735	27097.14765	16777.3312	17471.20485	52.977921088359	39.9614329860758	30.8261344348616	-0.354062148361519	0.0584658609293314	-0.374454329653766
Pgr	2624.55665	2431.2041	1902.9524	6357.70885	2332.2045	2678.26495	0.223473514951579	0.974146486092946	0.270146198810033	-0.353431538114457	0.199604390550222	-1.85039834998763
Phlda1	15976.2089	21266.1637	16656.80415	33528.3852	54472.7229	28116.6936	26.8062366217276	591.393957416276	51.0942785673331	-0.352448177209746	-0.954107034468242	-3.53288584747401
Frmd4a	10318.73155	14691.22365	11524.92245	22525.18665	33072.37395	20441.53805	2.92559047234245	3.33390625005393	6.38483846358857	-0.350197521791637	-0.694122855791885	0.937436584112769
Donson	1801.19855	2198.04575	1724.7359	4314.16625	5513.9268	4080.09305	2.67625293435444	3.29591412672574	2.61628870282331	-0.349845948493652	-0.434478060550441	-0.333156905903374
Xkr6	2810.02685	3610.69125	2834.726	7751.8271	8425.245	5843.95635	1.56065861110618	3.51698731769798	3.10020459830135	-0.34906576743851	-0.527773237102974	-0.181976703155829
Zmynd11	3209.343	4344.5765	3410.9785	7211.9065	14447.9955	9241.86925	31.0873974363245	28.0125166925882	35.66090051639	-0.349029891656494	-0.644612764455795	0.348271531220353
Prrc2c	4638.3653	4840.19105	3800.88025	10349.2464	12207.05	8487.0197	21.0865881858526	25.4125479922544	25.1972531962322	-0.348730421511691	-0.524384664183676	-0.0122745634604406
Vof16	17727.5834	24700.494	19403.13735	61488.34915	67350.0389	51144.59945	11.9222321248923	38.1618683194745	20.0087513515917	-0.348249950569812	-0.397096870523884	-0.931500665681322
Tmem33	1185.70435	1481.1958	1164.22765	3567.6895	5155.7067	3279.0164	12.922593117655	15.3999960537626	16.6370896252846	-0.347389177190077	-0.652907076006793	0.111473099459818
Lims1	11410.77255	13758.1355	10835.9667	28951.7828	31984.4973	23645.21455	29.3128113242847	37.1060462571356	43.0213679509151	-0.344457104404949	-0.435824576156685	0.213399112453124
Ostc	1714.12385	2425.34335	1910.32645	5555.25695	7149.5025	3790.9173	179.155670104737	214.659785145324	258.058688316624	-0.344369803421133	-0.915295871046212	0.265647265352834
Ribc1	1091.5	1572.96985	1239.5237	3855.57535	6197.0709	3453.2307	2.23056462177326	0.65505020768204	3.43618212579146	-0.343705161694649	-0.843639754572214	2.39112911040226
Uhmk1	4045.9837	5733.56255	4521.1541	9607.7634	17464.36975	10728.74815	14.2824570300972	13.6855154346547	24.0312975904948	-0.342740744758514	-0.702932830425755	0.812264778482951
Rbm41	347.4515	559.71075	442.24915	1623.02855	1391.4487	1242.09765	2.81245008032367	1.80136526748951	2.42790599368836	-0.33982208683623	-0.163809121913786	0.430621812926685
Thoc7	2620.24125	3462.44535	2736.17335	10194.2864	18390.01275	10126.43545	62.3765173289855	96.7426754341811	97.4750416523624	-0.339631665433421	-0.860796051514317	0.010880429807675
Elac2	772.64285	1054.6382	833.9983	2147.21465	3625.02555	1667.7808	19.4618585756467	23.3919427393223	19.7474279424253	-0.338631810530837	-1.12006147885898	-0.244346927084186
Dot1l	5619.514	10130.7075	8021.7839	12141.2341	37040.0762	11084.8224	9.5813431971929	167.820517938998	9.47142954811355	-0.336739924586913	-1.74050141089465	-4.14719311003521
Gmps	1140.63795	1423.47875	1127.3616	3645.4219	6384.1753	3247.0749	40.9114072956149	51.6057212543858	47.1095492791432	-0.336470623781599	-0.975359602842227	-0.131511489432762
Samd5	3286.88995	5479.6251	4340.3422	7746.1796	17460.98515	8525.08235	1.67291144264793	10.8455267951278	7.48559817592548	-0.336268399869118	-1.03434928285609	-0.534910618014714
Msh3	850.1243	1108.4757	878.231	2638.5943	4275.82505	2926.65565	5.61029697164299	2.17370181282464	5.72038293273972	-0.335904778739243	-0.54694981645688	1.39595768098633
Cflar	15138.9804	27359.23335	21692.20705	37730.10765	77969.41015	45747.53625	11.9952877735687	54.0130035491436	21.2492126676748	-0.334850958225237	-0.769214171744334	-1.34589738868442
Cox7c	626.4345	811.2382	643.7483	2033.49555	3678.37375	1698.9063	451.171351542578	464.229677765742	551.847008390896	-0.333628870961279	-1.11446179012328	0.249429600317162
Tm7sf3	5009.16925	8241.1545	6541.78695	16075.0213	25706.4803	13684.6326	13.4375231396934	9.63461003869676	22.5869130954302	-0.333161682993911	-0.909575389368742	1.22918893452729
Mpp6	718.4023	1204.96775	957.13745	2647.71155	4997.6043	2975.64265	16.8323089102759	17.5189285352049	14.5940049752314	-0.332196511051322	-0.748035395188289	-0.263538691120985
Ube2v2	1239.0927	1442.52205	1146.107	3195.7669	4504.9453	2577.94335	14.1090847921945	17.0730190093373	18.3784826452958	-0.331851631983829	-0.805289027641285	0.106299468885724
Cpe	5423.06375	8564.71875	6805.3492	11874.70485	23987.7796	13851.0222	346.318666897464	381.387630379279	656.519072795385	-0.331736679541969	-0.79230717194733	0.783578870836712
Golga3	4269.13315	4700.1933	3738.66715	11446.0758	11289.1408	8068.3859	14.2895720771339	14.7734444420661	19.2567395450633	-0.330196055102267	-0.484583696010043	0.382357222954075
Usp16	2574.9846	2900.2934	2310.8255	7084.7147	8563.7977	5814.46365	26.3494394021525	51.2702399876434	28.6610870862797	-0.327790533753106	-0.558604598055759	-0.839028320158163
Myl12b	9620.6199	11518.46685	9177.7458	44268.0263	37301.37785	29520.0456	163.604216460509	162.580812258161	254.74193935221	-0.327736948113774	-0.337533972237001	0.647879495775877
Ap1s1	15325.94085	26484.95985	21116.72125	41858.0824	68171.7619	37775.3022	59.2483910571466	66.0049548763939	125.795334628966	-0.326787473791844	-0.851730973091302	0.930432183744987
Tmed5	1092.88685	1387.78315	1107.43025	3954.293	6729.475	5199.4039	10.4443970960841	24.3135307930723	20.9840839823898	-0.325566319751132	-0.372147726387848	-0.212463929020321
Rock1	7054.62245	5983.58335	4778.80895	20910.98165	9584.70765	11473.1495	68.419785147596	76.3514960158301	47.1068923434976	-0.324358628873881	0.259455147650486	-0.69671826507553
Rgs16	1931.28455	3790.71125	3031.13235	3376.8298	7972.08735	3690.08985	2.04052083282716	144.26674916439	33.0868675675268	-0.322611719541559	-1.11130157294821	-2.12440820445275
Clic2	724.02135	930.62545	744.2908	1486.55465	800.1686	1910.27545	3.15600954725074	3.6916418874703	4.72616802714582	-0.322334238049532	1.25540475997638	0.356408312396682
Zfp438	3810.3081	4437.6214	3552.22255	6616.83285	8960.692	5583.7721	1.04288717440126	1.99665861277153	0.888008934414059	-0.321064617163248	-0.682370090830364	-1.16894158595539
Slit2	1585.72565	2251.55695	1803.21045	5103.19335	5523.586	5762.77355	10.6453977961282	10.05910172522	9.47500829841997	-0.320355187723662	0.0611581379162622	-0.0863023667182721
Dusp6	14629.20505	22175.7998	17782.2735	28946.8478	62400.9592	28538.75235	7.42817673572116	64.6143097958886	34.0156866356798	-0.318546350730088	-1.12864594091608	-0.925653495053211
Rdh14	9668.3711	8426.17695	6758.34395	20622.31655	10251.4621	13249.9205	4.70716246551948	4.25080018944497	6.77163882929864	-0.318208437925987	0.370154016774306	0.671770581890708
Rgs17	4108.03635	5466.2592	4386.7099	4730.05325	9812.5233	6665.695	5.75106717533154	20.2641392168049	33.9355949981436	-0.317414569611836	-0.55786886856022	0.743870414679839
Atg12	2962.61235	3503.08355	2812.51485	6615.61885	9967.4155	6797.7825	14.3292353063896	12.7542085732113	25.092695025762	-0.316764683687841	-0.552155267108581	0.976294049252192
Figf	827.8483	692.29	556.35485	1508.7178	452.97935	965.5601	3.13854081522879	1.10098322667918	0.156210594771161	-0.31537116359398	1.09192077706346	-2.81722827907848
Rgs2	7787.5875	10300.3679	8283.10765	29864.45055	35621.40745	23460.5629	30.83164360698	1537.49408550044	234.999796233839	-0.314451823691616	-0.602506891375869	-2.70984944968425
Fam133b	10779.1136	19903.133	16006.653	20460.84405	44091.77315	23200.17465	16.4086420954715	25.3039324921509	14.4938432126468	-0.314323875680657	-0.926373830134741	-0.803921418890426
Yipf5	1744.3847	2061.3704	1659.7962	3974.8594	4803.6959	3428.9652	69.496162716267	72.7841742552474	104.72904245985	-0.312597651225989	-0.486371560839956	0.524964873321543
Smc1a	1066.65595	1508.5654	1214.9915	3784.97845	6090.24	3394.32075	31.2747759390322	26.2864846566107	36.398017220004	-0.312231021331712	-0.843376181642245	0.469538641426127
Med21	5237.36925	8647.1545	6966.58695	17041.9213	27819.3803	15108.6326	21.7026554920296	62.7643035864364	31.0313269678201	-0.311773438159447	-0.880717187052516	-1.01621888657594
Il1rl2	8602.1968	12482.72945	10060.66595	21765.088	32359.1937	22650.76875	0.826749796540235	4.95042669430658	0.463108921739159	-0.311207620422143	-0.514615645233702	-3.41812942562719
Fam174a	1352.6156	1447.17675	1168.376	3670.76125	5429.62665	2871.3385	42.9285752033217	26.9187520179778	43.5413145566576	-0.308736506554615	-0.919129580535433	0.693773437997616
Dync1i2	3176.0202	3269.00215	2643.9364	9947.0119	11219.35805	7228.4305	84.0132305353207	99.1374261350637	106.054382481781	-0.306162852782169	-0.634235794347386	0.0973025302415866
Bud13	720.13995	1156.8523	935.9612	1970.14235	3484.73165	2328.34855	7.0352812795791	11.5441629095918	9.65240081704933	-0.305684051850438	-0.581740518708784	-0.258203834206495
Vps13b	5354.39505	3964.83295	3209.2389	10526.1221	7429.5771	6185.9555	5.8601977740814	5.53343350999955	5.00790531235654	-0.305028892501671	-0.264283638126468	-0.143967669787933
Rnasel	2112.07535	3762.95335	3045.87785	4077.5192	7987.7207	4287.55135	2.71064878848496	4.17738903910462	4.1174198933511	-0.305007318134024	-0.897629938270127	-0.0208609257480017
Dusp19	1907.0243	2079.89785	1685.0727	6418.02095	4806.61305	3376.14875	7.70379937883501	3.17062886121385	6.29893011656329	-0.303701839320908	-0.50964219664397	0.990337793060337
Plscr2	5914.22	6852.5809	5567.1858	20150.0559	22469.1277	14282.4564	66.1358200938058	67.8172161248593	70.178943738131	-0.299699222575113	-0.653699991252852	0.0493866705229662
Psma1	1264.1578	1857.6901	1509.8508	3389.1762	4815.81755	3909.61625	122.064094969146	129.553524404865	216.034594356632	-0.29910385852695	-0.300753729653302	0.737714091096314
Shfm1	1355.1845	1745.82485	1419.70015	3528.39855	6216.9623	3020.76715	130.219001284983	174.630505609054	225.985799208165	-0.298322572515179	-1.04129484932849	0.371926517055178
Rars2	1346.2665	1763.6724	1434.2785	3357.606	4114.4039	2327.8187	8.53238435203722	5.0257705072156	9.11041451615111	-0.298257421417631	-0.821704726662349	0.858171902279687
Nat10	2288.37015	2779.75685	2261.58895	7352.27225	8377.0754	4831.27035	10.8240802370962	9.07545127109289	15.581720156195	-0.297621954139784	-0.79404407303082	0.779813222533933
Utp23	1899.3051	2722.9786	2215.6741	5223.5287	6249.5202	4486.8196	5.5197913651863	7.60998491131245	9.74420441513338	-0.297439950967513	-0.478052253469436	0.35665080536792
Rpl4	2982.45025	4174.3612	3397.4671	10767.63065	13430.87155	8341.5053	1239.63986001718	1461.37500586112	1348.64249777661	-0.297095859260983	-0.68717326688075	-0.115818473004069
Dgcr2	1427.5792	1655.26355	1347.5407	4688.5031	3276.41175	2474.16865	1.84322576441785	0.3637023679723	0.327515074678967	-0.296732092701086	-0.405172829347956	-0.15119700710814
Mier1	2443.8287	2729.56975	2222.54635	7127.72705	7704.27075	7492.43655	18.4307561486253	21.6381417977076	19.4514386362469	-0.296460057438832	-0.0402234432121666	-0.153699749791664
Eogt	2172.92785	2453.77305	1999.01505	4381.5751	5414.5908	4280.31125	19.9993670589986	17.6535221398467	21.3875865779258	-0.29571248624217	-0.339136603900512	0.276817643520743
LOC100911576	3024.3005	5267.12215	4291.19095	5729.48035	12551.0429	8458.7592	0.859315010723293	1.96904553356543	3.40899814032524	-0.29563681771184	-0.569289288911451	0.791851338960643
Dcaf5	15162.94255	20128.43725	16404.2559	41100.9734	39813.46475	30589.14125	8.81502448696232	10.9983933515724	13.5031297830267	-0.295165012897789	-0.380236821126275	0.29600104700112
Gnpnat1	1074.30155	1191.65835	971.27255	3691.43645	5759.00755	3401.38265	24.6121042693865	30.981381818238	29.0091729581599	-0.295022578514878	-0.759698897379113	-0.0948923266568205
Pragmin	3763.0035	5693.3896	4641.6923	8828.4151	19325.34495	11141.79985	13.4543887031967	129.092254017125	14.6961203254816	-0.29463693816202	-0.794511860999902	-3.13489518765072
Orc3	1355.5836	1779.9939	1451.7661	3365.64	4140.959	2348.0987	10.4220199557503	6.4999451757678	11.3605314919933	-0.294063263584116	-0.81847186655007	0.805530876784012
Ap3s1	2882.8167	3386.8936	2763.62435	6437.17735	9713.73205	6579.36375	46.0426152503502	52.0521732203177	96.0137588296178	-0.293401136512077	-0.562077614159403	0.883282761252102
Cnot11	6195.88195	8894.71065	7258.04715	13790.08785	34515.18295	15337.29765	16.6119764100005	23.7458578362217	26.8019721624586	-0.293366245627267	-1.17018682133877	0.174663286502736
Dhfr	800.99165	1034.1033	843.9575	2459.59465	3953.9498	2726.8729	14.6513137440749	16.0975389280477	18.7678059985613	-0.293138053774657	-0.53604709692463	0.221419866729769
Bcl10	12378.6382	16550.4415	13514.54935	48411.4961	41295.4495	33508.5822	29.3873498282255	101.165897663249	45.5516788427292	-0.292356297691855	-0.30145216926921	-1.15114691751242
Nudt6	3418.0132	3885.32975	3173.2859	7925.57365	14463.13695	6183.50615	3.3386509226643	14.6258067879322	7.71935286730605	-0.292059538126638	-1.22588348923	-0.921964395818957
Gmds	4407.53875	3145.32385	2570.04775	17132.3495	7973.54995	6934.98085	47.6533128514733	55.6464100118866	49.5819514323768	-0.291413403946597	-0.201330279042837	-0.166473562412499
Taf1d	1317.9547	1457.62425	1191.24205	4236.5712	4042.5597	2460.91385	38.2070467885939	73.6709706038033	22.0772773609927	-0.291152280036227	-0.716074925598141	-1.73853398462321
Dph5	5526.6014	6675.53535	5458.9683	14332.9398	13796.0947	10714.4122	8.66263106933353	10.6715181387578	9.37222280296986	-0.290255220105683	-0.364707232035	-0.187302273253108
Tsr2	418.9443	605.1056	494.905	943.6899	1574.74865	846.75965	0.658479992459471	1.94747136659483	1.51296093101449	-0.290035318521777	-0.895097145995026	-0.364227383178275
Spata5	3373.0859	3841.57615	3142.6487	7705.51095	14235.28185	6122.07445	6.72797637825934	5.85538698328233	5.27389030070964	-0.289717341959591	-1.21737856328554	-0.150896958970261
Tmem126a	3010.3662	3125.0336	2560.1415	6339.1902	6831.87	5403.2885	7.26060805262044	3.96232783563059	9.48585583408355	-0.287648150812709	-0.338442808517151	1.25942969145483
Slc33a1	1290.96245	1637.55625	1341.64735	4156.6659	6458.0008	3377.60415	23.3758792627118	15.8649358016546	33.4682971957054	-0.287538952893195	-0.935087363257521	1.07695346794769
Ddx18	813.05415	1047.7461	858.86355	1580.51895	2699.0179	1133.15295	22.8776534575177	43.535053268169	32.6813858186248	-0.286788301592905	-1.25209193937283	-0.413708327884886
Crebbp	2988.42335	3447.56725	2829.55885	5729.4479	8992.27115	7078.37345	4.29616496883493	3.62793685563172	3.74150153474261	-0.285001550626934	-0.345267659422822	0.0444680209742718
Polk	3030.66735	3384.29405	2778.7606	9073.5738	12189.747	7869.81555	2.06262683993383	4.28444852493131	2.81752887718071	-0.284413378214731	-0.631266455063132	-0.604679122206649
Tbc1d19	6096.51185	6482.2121	5324.88035	27039.09685	9254.48115	12383.293	8.07524805588508	7.10623079009023	12.2344600578184	-0.283737118497628	0.420170997916362	0.783793983349534
Slc12a6	3976.25105	5220.47815	4291.2894	7301.8728	14153.8699	7976.5104	7.18818100781577	6.45966224074014	15.4629844337403	-0.28277075286743	-0.827366930659787	1.25928815637298
Tsc22d2	4858.5056	5503.5832	4525.2558	18553.5262	23543.3824	13874.4496	9.64347290919586	15.1644086201072	7.05380124787685	-0.282371869305566	-0.762891061673795	-1.10421640578995
Emc4	1761.0368	2078.9358	1710.795	4435.3546	5402.5736	3543.2712	41.5447809999128	49.4329852471376	68.946890288453	-0.281178310865677	-0.608564928495264	0.480011450187557
Col4a3bp	2996.2887	3364.4477	2770.3015	9021.807	12158.71825	7855.76525	17.6448179446871	19.9854353393361	22.7874502744036	-0.280326697238481	-0.630167426448336	0.189290509012141
Mrpl42	2001.4274	2163.0972	1782.0654	3255.79845	3344.5111	2880.6639	20.3135485723881	21.7483715322832	35.6153803246722	-0.279548211794696	-0.21539398878693	0.711593017084718
Tnfrsf11b	6222.7319	7894.73785	6527.42275	18185.1365	12091.536	13453.1065	96.2320186090827	173.376944688406	107.556654300605	-0.274377882440307	0.153941825360144	-0.68881528069304
Mybl1	6806.6356	7623.28535	6306.6871	11463.6953	11326.04315	9865.97005	4.38485617239379	12.969377568142	9.80469382292658	-0.27353052206538	-0.199111118452693	-0.403564758492567
Ssr3	3448.63285	2793.1566	2314.4783	4483.03045	3824.7506	3120.307	80.0650376842438	85.289221827218	93.2079032094985	-0.271209425121699	-0.293677697653354	0.128088851152675
Stt3b	2367.34205	2837.4475	2351.29155	9501.77795	16523.83235	10217.0621	49.8135511944086	64.7774155165755	73.3774099430639	-0.271140261082163	-0.693567916629615	0.179845072840839
Chic2	1587.4268	2129.1336	1765.8767	7194.8891	11987.9427	5752.028	22.3745113041677	36.0755954799502	31.8311038080055	-0.269881867387156	-1.05944148945545	-0.180586022469749
Ldah	2083.0606	1744.1156	1446.63815	5627.1529	2837.34395	2343.7126	13.094651736043	8.54384550232506	15.3922868636168	-0.269791561835859	-0.27574537960345	0.849250127515604
Gcc2	2239.2612	2580.4131	2141.1468	5130.52325	6845.08975	3786.24205	4.90260060991846	5.32282713415819	9.56782084443534	-0.269218333827737	-0.854302813844336	0.845997662010701
Tmem185a	333.2648	481.69615	400.178	1369.8882	1986.41865	1600.31235	13.2156074518388	12.9791009253294	17.8080569500243	-0.267481536609795	-0.311816193054771	0.45633966158708
Ddx21	1526.60315	2035.6582	1691.8725	5235.26825	8044.46235	3411.918	48.2472323258504	87.9696898413905	51.4291267974607	-0.266874493406124	-1.23741302774038	-0.77442086674446
Ppp2r5e	1670.81955	2384.60475	1982.2586	4957.58095	8637.98025	5116.14625	11.0363608542783	11.1749915174333	15.7263571208893	-0.266604973451349	-0.755636512305129	0.492910784905437
Pdlim5	14856.446	15595.46415	12967.03225	47543.9839	35795.2711	34209.16595	193.133203222928	286.286437605768	119.221611322398	-0.266278161249945	-0.0653860758290605	-1.26381354933529
Rab28	1604.4643	1938.67705	1613.07755	4821.1511	8665.6147	4749.98745	55.5007996073012	60.9818004646708	102.230083708158	-0.265256696582513	-0.867378389671035	0.745369156019748
Stxbp5	2019.23475	2794.24265	2325.0165	5451.3259	10686.4166	6600.56055	8.20629390433186	5.75242368463562	11.7645419358501	-0.265216354110491	-0.695117710398815	1.03220330492273
Ednra	731.0944	832.31755	692.94415	1521.32025	1559.6377	2182.4069	0.571482146910765	0.278683171767726	1.78249201364178	-0.264394979168614	0.484709177275317	2.67719781945845
Polr3c	3582.2537	4074.46165	3393.055	13684.72175	14264.226	10267.53955	11.2972671888516	12.5952215596262	16.2702171467619	-0.264024635970785	-0.474310961564491	0.369357005331193
